FID,C_Nus,Coord_X,Coord_Y
5137,N06030G,432.616.116,4.583.841.515
5138,N06031H,432.709.481,4.583.930.783
5139,N06032I,432.235.033,4.583.559.171
5140,N06034K,432.415.849,4.584.233.655
5141,N06035L,432.674.846,4.584.277.019
5142,N06037N,432.928.898,4.584.019.988
5143,N06038O,432.802.148,4.583.837.112
5144,N06039P,432.612.582,4.584.032.916
5145,N06040I,432520.67,4584124.54
5146,N06042K,432.615.155,4.584.216.707
5147,N06043L,432.716.733,4.584.315.444
5148,N06044M,432.807.341,4.584.406.896
5149,N06049R,432.427.712,4583842.67
5150,N06050K,432.325.966,4.583.942.535
5151,N06051L,432.800.214,4.583.650.755
5152,N06052M,432833.78,4.583.615.818
5153,N06053N,432.708.728,4.583.745.027
5154,N06054O,432.100.441,4.583.603.254
5155,N06055P,432227.33,4.584.044.999
5156,N06056Q,432.361.768,4.584.284.815
5157,N06057R,432.908.136,4.583.734.953
5158,N06058S,432.979.609,4.583.845.977
5159,N06059T,433.019.074,4.583.909.806
5160,N06060M,433.032.407,4.583.930.377
5161,N06061N,432.799.947,4.583.459.888
5162,N06063P,432.892.533,4.583.551.944
5163,N06064Q,433.084.917,4.583.740.694
5164,N06065R,433.160.506,4.583.813.178
5165,N06066S,433276.88,4.583.929.869
5166,N06067T,433.368.196,4.584.021.363
5167,N06068U,432.986.153,4.583.458.123
5168,N06069V,433.080.285,4583548.2
5169,N06070O,433176,4.583.647.163
5170,N06071P,433.222.145,4.583.691.215
5171,N06072Q,433.258.668,4.583.726.967
5172,N06073R,433.299.445,4.583.768.774
5173,N06074S,433.369.801,4.583.837.462
5174,N06075T,433.461.399,4.583.929.379
5175,N06076U,433.507.972,4583974.7
5176,N06077V,433.555.256,4.584.021.573
5177,N06078W,433.175.729,4.583.451.693
5178,N06079X,433.273.687,4.583.546.839
5179,N06080Q,433.319.129,4.583.591.176
5180,N06081R,433.363.859,4.583.633.962
5181,N06082S,433.468.199,4.583.738.689
5182,N06083T,433.559.506,4.583.827.926
5183,N06084U,433368.15,4.583.451.887
5184,N06085V,433.454.427,4.583.554.546
5185,N06086W,433.489.432,4.583.595.125
5186,N06087X,433.607.523,4.583.723.641
5187,N06088Y,433.633.863,4.583.751.939
5188,N06089Z,433.130.751,4.583.497.822
5189,N06090S,433.144.655,4.583.679.283
5190,N06091T,433.053.011,4.583.773.239
5191,N06092U,433.019.205,4.583.806.672
5192,N06096Y,433.110.301,4.583.857.344
5193,N06097Z,433.218.728,4.583.761.791
5194,N06098A,433.303.952,4.583.687.469
5195,N06099B,433.258.662,4.583.804.873
5196,N06100D,433.327.489,4.583.879.914
5197,N06101E,433.405.788,4.583.801.942
5198,N06102F,433.063.946,4.583.873.698
5199,N06103G,433.099.808,4.583.842.271
5200,N06104H,433.149.296,4.583.913.836
5201,N06105I,433.211.525,4.583.998.068
5202,N06106J,433058.09,4.583.972.367
5203,N06107K,433.125.374,4584082.68
5204,N06108L,433513.07,4.583.503.158
5205,N06109M,433.555.961,4.583.464.797
5206,N06110F,433.573.399,4.583.449.509
5207,N06111G,433.607.823,4.583.490.064
5208,N06112H,433.566.621,4.583.526.868
5209,N06113I,433546.93,4.583.543.715
5210,N06114J,433.532.729,4.583.556.878
5211,N06115K,433.632.759,4.583.520.201
5212,N06116L,433.641.828,4.583.531.749
5213,N06117M,433660.31,4.583.552.642
5214,N06118N,433.600.899,4.583.566.295
5215,N06119O,433.676.358,4.583.482.966
5216,N06120H,433.701.615,4.583.510.354
5217,N06122J,433.786.206,4.583.599.725
5218,N06130J,433.652.984,4.583.733.682
5219,N06132L,433.697.862,4.583.778.302
5220,N06133M,433.747.407,4.583.826.439
5221,N06134N,433.842.811,4.583.917.218
5222,N06135O,433.937.107,4.584.013.926
5223,N06136P,433.991.758,4.584.069.811
5224,N06137Q,434.031.115,4.584.109.083
5225,N06138R,433.598.723,4.583.867.621
5226,N06139S,433.655.482,4.583.920.819
5227,N06140L,433.747.516,4.584.016.122
5228,N06141M,433.843.074,4.584.110.994
5229,N06142N,433.939.197,4.584.205.439
5230,N06143O,434.033.065,4.584.300.738
5231,N06144P,433603.25,4.584.069.713
5232,N06145Q,433.650.671,4.584.115.738
5233,N06146R,433.749.192,4.584.210.319
5234,N06148T,433.846.008,4.584.301.375
5235,N06150N,433.944.668,4.584.395.533
5236,N06151O,433.875.462,4.583.694.916
5237,N06152P,433966.13,4.583.791.626
5238,N06153Q,434.125.955,4.583.961.403
5239,N06156T,433.780.297,4.583.792.338
5240,N06157U,433.597.849,4.583.978.838
5241,N06158V,433.898.476,4583861.18
5242,N06159W,433692.7,4.584.073.004
5243,N06160P,433.597.121,4.584.171.487
5244,N06161Q,433560.72,4.584.209.831
5245,N06163S,433.418.868,4.583.790.758
5246,N06164T,433.316.808,4.583.891.374
5247,N06165U,433.507.918,4583880
5248,N06166V,433407.98,4.583.982.305
5249,N06167W,433.293.285,4.584.100.456
5250,N06169Y,433.189.848,4.584.203.378
5251,N06170R,433.500.861,4.584.077.606
5252,N06171S,433.548.425,4.584.124.054
5253,N06172T,433.445.422,4.584.038.659
5254,N06173U,433.465.015,4.584.113.408
5255,N06175W,433.656.439,4.584.301.521
5256,N06177Y,433.748.142,4.584.399.783
5257,N06179A,433.225.163,4.584.247.698
5258,N06182V,433.323.729,4.584.450.387
5259,N06183W,433.513.207,4.584.257.237
5260,N06188B,433.149.059,4.584.365.592
5261,N06190V,433.185.074,4.584.400.587
5262,N06191W,433.982.367,4.583.967.514
5263,N06192X,434.031.989,4.584.037.384
5264,N06193Y,434.065.699,4.584.075.683
5265,N06196B,433.376.014,4.584.397.698
5266,N06198D,433.618.488,4584341.04
5267,N06208O,432.995.955,4.584.214.836
5268,N06209P,432903.05,4.584.307.398
5269,N06211J,433.391.031,4.584.575.377
5270,N06212K,433.458.145,4.584.697.737
5271,N06213L,433.531.292,4.584.813.171
5272,N06214M,433604.56,4.584.927.174
5273,N06215N,433677.85,4.585.045.974
5274,N06216O,433.749.577,4.585.162.382
5275,N06217P,433.777.255,4.585.202.768
5276,N06218Q,433.823.272,4.585.277.088
5277,N06219R,433.895.872,4.585.399.701
5278,N06220K,432.892.737,4584699.16
5279,N06221L,432.987.777,4.584.792.324
5280,N06222M,433.085.639,4.584.885.901
5281,N06223N,433.278.263,4585073.49
5282,N06224O,433.373.865,4.585.166.229
5283,N06225P,433471.16,4585258.96
5284,N06226Q,433.568.171,4.585.351.552
5285,N06227R,433.093.683,4.584.494.948
5286,N06228S,432.998.619,4.584.592.162
5287,N06229T,432.961.827,4.584.629.293
5288,N06230M,433.281.054,4.584.495.207
5289,N06231N,433.253.468,4.584.524.473
5290,N06232O,433.188.027,4.584.590.233
5291,N06233P,433092.4,4584687.59
5292,N06234Q,433.057.716,4.584.723.019
5293,N06236S,433.066.496,4.584.469.942
5294,N06237T,433.283.624,4584679.91
5295,N06239V,433.309.318,4584654.92
5296,N06240O,433.342.706,4.584.613.428
5297,N06241P,433188.29,4.584.781.881
5298,N06242Q,433.382.606,4.584.969.462
5299,N06243R,433152.06,4.584.818.444
5300,N06244S,433.482.705,4.584.862.348
5301,N06246U,432.837.959,4.584.947.774
5302,N06247V,432885.56,4.584.898.884
5303,N06248W,432.981.869,4.584.992.043
5304,N06250Q,433.945.087,4.584.580.963
5305,N06251R,433.909.414,4.584.615.971
5306,N06252S,433.890.457,4.584.635.692
5307,N06253T,433.845.735,4.584.679.992
5308,N06254U,433.803.964,4.584.725.084
5309,N06255V,433.756.925,4.584.773.549
5310,N06256W,433.661.239,4584870.97
5311,N06257X,434.136.065,4.584.581.027
5312,N06258Y,434039.3,4.584.678.647
5313,N06259Z,433.946.337,4.584.772.465
5314,N06260S,433852.11,4.584.867.559
5315,N06261T,433805.35,4.584.915.457
5316,N06262U,433.757.887,4584963.5
5317,N06263V,433.686.865,4.584.897.199
5318,N06264W,433.853.578,4.585.057.748
5319,N06265X,433.728.702,4.584.933.423
5320,N06267Z,433663.42,4.584.676.426
5321,N06268A,433.945.781,4.584.962.216
5322,N06269B,434.042.473,4585054.17
5323,N06270U,433.891.084,4.584.447.441
5324,N06271V,433.849.375,4.584.491.724
5325,N06272W,433.804.413,4.584.534.912
5326,N06273X,433.795.565,4.584.543.491
5327,N06274Y,433.752.375,4.584.588.468
5328,N06275Z,433707.94,4.584.632.489
5329,N06276A,433.631.832,4.584.710.006
5330,N06277B,433.565.667,4.584.777.209
5331,N06280W,433.410.499,4.584.432.693
5332,N06281X,433.471.825,4.584.490.959
5333,N06286C,433.597.464,4.584.367.329
5334,N06287D,433.562.847,4.584.400.254
5335,N06295D,433671.09,4.584.747.763
5336,N06296E,433.376.185,4.584.588.978
5337,N06297F,433.323.292,4.584.629.726
5338,N06298G,433.899.225,4.585.007.444
5339,N06299H,433.663.506,4.585.252.927
5340,N06300J,434.039.173,4.584.868.334
5341,N06301K,434098.47,4.584.922.269
5342,N06303M,433.945.527,4.585.152.901
5343,N06304N,433.856.406,4.585.246.735
5344,N06305O,434.138.145,4.585.147.132
5345,N06306P,434.234.812,4.585.238.332
5346,N06307Q,434.040.699,4.585.245.879
5347,N06308R,434.138.683,4.585.335.623
5348,N06309S,433.950.457,4.585.336.889
5349,N06311M,434.012.597,4.585.274.011
5350,N06312N,433.981.898,4.585.304.966
5351,N06313O,434.325.008,4.584.580.333
5352,N06316R,434.133.149,4.584.771.634
5353,N06318T,434.228.641,4.584.674.426
5354,N06321O,433.752.496,4.585.338.691
5355,N06322P,432.918.766,4.585.054.858
5356,N06323Q,432.868.492,4.585.104.792
5357,N06324R,433.173.708,4.585.179.421
5358,N06325S,433.146.252,4.585.242.006
5359,N06326T,433.081.266,4.585.308.042
5360,N06327U,432.808.207,4.584.978.175
5361,N06328V,432.791.121,4584995.1
5362,N06329W,432.804.325,4.585.043.567
5363,N06330P,432.965.482,4.585.201.314
5364,N06331Q,433.080.434,4.585.047.155
5365,N06332R,433.115.703,4.585.080.874
5366,N06333S,433.119.057,4.585.126.729
5367,N06334T,433.055.997,4.585.155.664
5368,N06335U,432.889.843,4.585.275.908
5369,N06336V,433.269.144,4.585.274.855
5370,N06337W,433.363.025,4.585.365.438
5371,N06338X,433.316.325,4585225.05
5372,N06339Y,433.177.316,4.585.368.905
5373,N06340R,432.937.942,4585324.24
5374,N06341S,432.989.361,4.585.376.609
5375,N06342T,433.081.401,4.585.465.626
5376,N06343U,433.176.478,4.585.558.932
5377,N06344V,433271.98,4.585.652.381
5378,N06345W,433.367.484,4585747.24
5379,N06346X,433.438.546,4.585.817.009
5380,N06347Y,433463.55,4.585.840.545
5381,N06348Z,433.559.894,4.585.932.159
5382,N06349A,433.606.093,4.585.978.814
5383,N06350T,433.654.126,4.586.025.466
5384,N06351U,433.271.357,4.585.463.151
5385,N06352V,433.366.153,4.585.556.318
5386,N06353W,433.461.794,4.585.649.201
5387,N06354X,433.557.438,4.585.743.637
5388,N06355Y,433.606.739,4.585.789.441
5389,N06356Z,433.657.772,4.585.831.608
5390,N06357A,433.459.903,4.585.460.396
5391,N06358B,433.553.827,4.585.552.753
5392,N06359C,433.600.102,4.585.598.059
5393,N06360V,433651.61,4.585.646.586
5394,N06361W,433.699.221,4.585.694.227
5395,N06362X,433.746.407,4.585.740.175
5396,N06363Y,433850.61,4.585.844.179
5397,N06364Z,432.988.215,4.585.561.829
5398,N06365A,432.894.606,4.585.657.185
5399,N06366B,432.861.423,4.585.692.034
5400,N06367C,432.893.562,4.585.469.508
5401,N06368D,432.797.976,4.585.563.456
5402,N06369E,433.083.428,4.585.651.325
5403,N06370X,432.989.257,4.585.748.235
5404,N06371Y,433.176.109,4.585.744.917
5405,N06372Z,433.086.703,4.585.842.421
5406,N06373A,433.657.521,4.585.444.453
5407,N06374B,433.334.688,4.585.780.422
5408,N06375C,433.278.552,4.585.845.654
5409,N06376D,433.237.486,4.585.989.477
5410,N06377E,433755.92,4.585.541.621
5411,N06378F,433.848.745,4.585.636.906
5412,N06379G,433.950.189,4.585.741.214
5413,N06380Z,434.052.468,4.585.838.887
5414,N06381A,434101.78,4.585.891.324
5415,N06382B,433.602.872,4.585.694.061
5416,N06383C,433.592.832,4585897.69
5417,N06384D,433.855.578,4585437.65
5418,N06385E,433.949.035,4.585.533.661
5419,N06386F,433.920.896,4.585.372.099
5420,N06387G,434.199.843,4.585.274.817
5421,N06388H,434.107.465,4.585.368.359
5422,N06389I,434.078.775,4.585.400.326
5423,N06390B,434.051.558,4.585.430.931
5424,N06391C,434.016.454,4.585.466.216
5425,N06392D,433.969.721,4.585.513.832
5426,N06393E,434.222.217,4.585.422.839
5427,N06394F,434.200.538,4.585.444.312
5428,N06395G,434.181.814,4.585.462.536
5429,N06396H,434.148.115,4.585.495.531
5430,N06397I,434.123.404,4.585.519.569
5431,N06398J,434.067.084,4.585.575.356
5432,N06399K,434.030.201,4.585.612.711
5433,N06400M,434.066.297,4.585.650.002
5434,N06401N,434.099.542,4.585.683.435
5435,N06402O,434.142.236,4.585.724.767
5436,N06403P,434.200.014,4585779.17
5437,N06404Q,434155.6,4.585.549.774
5438,N06405R,434.176.332,4.585.569.836
5439,N06406S,434.194.334,4.585.586.171
5440,N06407T,432.795.095,4.585.373.947
5441,N06408U,432.843.272,4585421.87
5442,N06409V,432.750.083,4.585.516.662
5443,N06410O,432702.33,4.585.468.457
5444,N06411P,433.217.505,4.585.787.204
5445,N06412Q,432.936.001,4.585.698.766
5446,N06413R,433125.3,4.585.879.031
5447,N06414S,433.169.802,4585923.29
5448,N06415T,432.862.611,4585745.84
5449,N06420Q,433.046.005,4585891.36
5450,N06421R,433018.79,4.585.976.502
5451,N06422S,433.049.813,4.586.093.042
5452,N06423T,433.131.025,4.586.220.208
5453,N06424U,433.078.908,4585934.9
5454,N06425V,433.182.502,4.586.033.647
5455,N06426W,433.146.246,4.585.998.811
5456,N06427X,433.324.598,4.586.012.587
5457,N06428Y,433.366.553,4.586.023.964
5458,N06429Z,433.402.286,4586033.92
5459,N06430S,433.448.266,4.586.046.163
5460,N06431T,433528.2,4.585.964.412
5461,N06432U,433.371.129,4586126.12
5462,N06433V,433.411.621,4.585.846.179
5463,N06434W,433.364.779,4.585.889.624
5464,N06435X,433.556.686,4.586.030.093
5465,N06436Y,433.513.187,4.586.073.464
5466,N06437Z,433.465.228,4.586.122.247
5467,N06438A,433.419.722,4.586.170.937
5468,N06439B,433.276.842,4586315.74
5469,N06440U,433.411.734,4.585.316.854
5470,N06441V,432.456.323,4.584.443.132
5471,N06442W,432.476.329,4.584.421.565
5472,N06444Y,432.042.395,4.584.835.273
5473,N06446A,432040.9,4.584.643.101
5474,N06447B,433.188.955,4.586.311.967
5475,N06448C,433.176.007,4.586.057.624
5476,N06449D,432817.13,4.585.949.893
5477,N06450W,433.464.007,4.586.216.427
5478,N06451X,433.604.293,4.586.075.497
5479,N06452Y,433.560.436,4586119.74
5480,N06453Z,433.512.442,4.586.169.938
5481,N06454A,433.752.527,4.585.923.422
5482,N06455B,433.688.999,4.585.989.534
5483,N06456C,433.753.312,4.586.119.337
5484,N06457D,433.824.072,4.586.192.667
5485,N06458E,433.912.678,4.586.278.435
5486,N06459F,433788.23,4.585.936.751
5487,N06460Y,433.829.995,4.585.947.729
5488,N06461Z,433.919.591,4.585.970.843
5489,N06462A,433955.58,4.585.962.942
5490,N06463B,433.985.171,4.585.953.345
5491,N06464C,434.035.355,4.585.937.949
5492,N06465D,433.934.056,4.585.887.902
5493,N06466E,433.832.602,4.586.030.723
5494,N06467F,433.897.598,4.586.057.113
5495,N06468G,433.925.201,4.586.084.315
5496,N06469H,433.946.771,4.586.105.098
5497,N06470A,433.978.572,4.586.137.968
5498,N06471B,434.172.511,4.585.608.232
5499,N06472C,434.155.946,4.585.625.734
5500,N06473D,434.138.482,4585644.18
5501,N06474E,434.099.318,4.585.605.786
5502,N06475F,434.121.448,4.585.627.706
5503,N06476G,434.181.062,4.585.686.312
5504,N06477H,434.195.703,4.585.700.116
5505,N06478I,434.215.554,4.585.720.863
5506,N06479J,434.238.404,4.585.743.332
5507,N06480C,434.198.324,4.585.668.238
5508,N06481D,434.215.212,4.585.650.527
5509,N06482E,434.210.347,4.585.556.143
5510,N06483F,434.267.946,4.585.612.576
5511,N06484G,434.317.524,4.585.661.463
5512,N06485H,434.225.633,4.585.540.254
5513,N06488K,434.282.953,4.585.596.999
5514,N06489L,434333.9,4.585.644.803
5515,N06490E,434.165.017,4.585.478.592
5516,N06491F,434.283.894,4.585.482.342
5517,N06492G,434.260.869,4.585.504.073
5518,N06493H,434.244.493,4.585.521.609
5519,N06494I,434.236.412,4.585.628.343
5520,N06495J,434.319.231,4.585.560.438
5521,N06496K,434368.6,4585609.33
5522,N06497L,434.301.761,4.585.578.853
5523,N06498M,434.350.877,4.585.627.186
5524,N06499N,434.251.655,4.585.642.505
5525,N06500P,434.273.619,4.585.663.443
5526,N06501Q,434.296.171,4.585.684.858
5527,N06502R,434.313.476,4.585.701.482
5528,N06503S,434.340.609,4.585.538.332
5529,N06504T,434.333.082,4.585.529.445
5530,N06505U,434.295.683,4.585.493.881
5531,N06506V,434390.12,4.585.587.507
5532,N06507W,434.530.844,4.585.328.505
5533,N06508X,434.510.026,4.585.349.479
5534,N06509Y,434.493.148,4.585.366.908
5535,N06510R,434.474.867,4585386.32
5536,N06511S,434.433.376,4.585.429.115
5537,N06512T,434.405.386,4.585.457.458
5538,N06513U,434.388.366,4.585.474.464
5539,N06514V,434.370.501,4.585.492.179
5540,N06515W,434.260.704,4.585.384.959
5541,N06516X,434.289.645,4.585.413.702
5542,N06517Y,434.311.771,4.585.435.083
5543,N06518Z,434.328.793,4.585.451.178
5544,N06519A,434.388.658,4.585.509.791
5545,N06520T,434.405.538,4.585.526.134
5546,N06521U,434.428.277,4.585.548.937
5547,N06522V,434453.79,4.585.447.721
5548,N06523W,434.469.325,4.585.463.107
5549,N06524X,434.432.784,4.585.343.859
5550,N06525Y,434.390.113,4.585.387.413
5551,N06526Z,434.363.388,4585414.48
5552,N06527A,434.345.807,4.585.432.476
5553,N06528B,434.373.373,4.585.370.786
5554,N06529C,434.350.679,4.585.349.372
5555,N06530V,434.324.012,4.585.322.653
5556,N06531W,434.491.817,4.585.485.047
5557,N06532X,434.510.973,4.585.505.058
5558,N06533Y,434.589.463,4.585.384.614
5559,N06534Z,434.532.038,4585442.68
5560,N06535A,434.510.236,4.585.464.787
5561,N06536B,434.406.621,4.585.570.973
5562,N06538D,434.409.272,4.585.606.529
5563,N06539E,434.423.268,4585221.03
5564,N06540X,434450.83,4.585.248.372
5565,N06541Y,434.472.153,4.585.270.021
5566,N06542Z,434.489.136,4.585.286.849
5567,N06543A,434.549.633,4.585.346.746
5568,N06544B,434.571.397,4.585.366.898
5569,N06545C,434.468.232,4.585.307.757
5570,N06546D,434.451.695,4.585.325.146
5571,N06547E,432.886.467,4.586.021.747
5572,N06548F,433.004.708,4.586.138.189
5573,N06549G,434.184.555,4.585.382.781
5574,N06550Z,434.100.426,4.585.467.114
5575,N06552B,431.607.534,4.585.124.797
5576,N06554D,432.127.163,4.583.957.496
5577,N06555E,432.036.347,4.583.974.722
5578,N06556F,434.518.509,4585123.52
5579,N06557G,434.575.639,4585178.6
5580,N06558H,434.598.704,4.585.201.854
5581,N06559I,434.621.012,4.585.224.729
5582,N06560B,434.633.679,4.585.237.207
5583,N06561C,434.649.937,4.585.253.276
5584,N06562D,434.682.493,4.585.284.021
5585,N06564F,434.513.685,4584766.9
5586,N06565G,434.606.946,4.584.861.312
5587,N06566H,434.695.654,4584945.41
5588,N06567I,434.722.629,4.584.972.195
5589,N06568J,434.752.835,4.585.002.019
5590,N06569K,434.771.642,4.585.020.826
5591,N06570D,434.793.488,4.585.041.722
5592,N06571E,434.810.965,4.585.059.769
5593,N06572F,434.419.503,4.584.862.435
5594,N06573G,434.230.856,4.585.052.659
5595,N06576J,434.324.758,4.584.957.971
5596,N06577K,434421.11,4.585.050.635
5597,N06578L,434.513.331,4.584.955.858
5598,N06579M,434.568.386,4.584.900.339
5599,N06580F,434.538.742,4.584.929.644
5600,N06581G,434.472.634,4.584.997.081
5601,N06582H,434.442.809,4.585.028.047
5602,N06583I,434.331.212,4.585.139.142
5603,N06584J,434.318.204,4.585.152.615
5604,N06585K,434.258.827,4.585.214.935
5605,N06588N,433.069.257,4.582.726.734
5606,N06589O,433.102.535,4.582.764.134
5607,N06590H,433.188.384,4.582.862.143
5608,N06591I,433217.89,4.582.895.711
5609,N06592J,432.979.846,4.582.887.992
5610,N06593K,432.886.444,4.582.983.877
5611,N06594L,432.790.214,4583082.01
5612,N06595M,432.891.556,4.582.802.816
5613,N06596N,432.928.113,4.582.836.976
5614,N06597O,432.945.683,4.582.854.668
5615,N06598P,433.074.174,4.582.980.953
5616,N06599Q,433.171.178,4.583.074.771
5617,N06600S,433031.15,4.583.025.946
5618,N06601T,432.981.194,4.583.077.123
5619,N06602U,432.888.216,4.583.172.729
5620,N06603V,432.797.731,4.582.898.842
5621,N06604W,433.078.903,4.583.171.368
5622,N06605X,433.126.137,4.583.218.131
5623,N06606Y,433.231.472,4.583.010.934
5624,N06607Z,433.127.451,4.583.119.198
5625,N06608A,433.326.766,4.583.110.391
5626,N06609B,433.409.675,4.583.201.755
5627,N06616A,433.596.167,4583112.16
5628,N06617B,433644.88,4583165.85
5629,N06618C,433.747.814,4.583.294.382
5630,N06621X,433.448.745,4.583.243.405
5631,N06622Y,433.507.213,4.583.305.173
5632,N06623Z,433.545.475,4.583.345.597
5633,N06624A,433.572.284,4.583.374.026
5634,N06625B,433.611.219,4.583.414.264
5635,N06626C,433.491.185,4583204.76
5636,N06627D,433.580.373,4.583.231.083
